"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3115.073958666619 -77.06532115766083
2 3657.633345089392 -159.009555275243
3 3875.92602519516 -475.4171874962956
4 3741.595276757607 -254.4292898669389
5 3489.928628041678 -108.0709915369634
6 3346.77354531634 -44.25542440721756
7 3199.665856739849 -39.14952118072188
8 3097.276750330705 -65.01338592375214
9 3043.108391548651 -173.8857420558634
10 3015.809660648883 -400.8353830827839
11 2953.560861412441 -771.831957624761
12 2825.435786341401 -1136.817841391444
13 2675.840195999307 -1338.423355425995
14 2580.235160225067 -1347.867454326079
15 2565.970437220651 -1273.15408961548
16 2578.83793868724 -1162.849768843127
17 2604.832002218292 -1018.852224342222
18 2614.65663602302 -868.4261630566875
19 2609.533329425187 -735.7863550147229
20 2589.143681722991 -615.0506623664083
21 2552.069032058137 -513.062765711756
22 2506.380962043558 -424.0470736834657
23 2461.683631732399 -340.5878867678937
24 2428.987427497088 -257.0248008599701
25 2412.711775587283 -167.7375858389292
26 2418.762330525086 -66.9524631416682
27 2448.038663934424 46.0518935956826
28 2497.902422852084 166.4962973083386
29 2560.639647763497 283.8221261729225
30 2626.610358451286 387.1181353363746
31 2685.847193081231 463.6244076955885
32 2730.754797307009 502.8818739429564
33 2754.653175433847 497.2628365141014
34 2759.235797314861 438.7496518056869
35 2752.439163442918 321.0252716442648
36 2749.049500930905 150.1756154939641
37 2778.352158565775 -46.12001410347594
38 2875.933027198194 -215.6613182154226
39 3049.773443351441 -287.7950356178329
40 3282.673755131217 -199.202500938207
41 3540.267864665629 7.457162941436081
42 3803.242402465857 155.4712549789904
43 4003.212331666406 173.6403973936176
44 4126.620246062756 168.3998421733779
45 4213.784950894746 218.8226846740527
46 4276.133566141051 276.6536819579687
47 4311.328088775555 299.5337264483264
48 4324.279666667505 301.1218428385239
49 4327.222742321063 303.096287488554
50 4325.169335749354 306.929864832463
51 4318.621512330979 309.0610727515102
52 4308.964774378357 311.891962095315
53 4298.641798793336 317.7990948521135
54 4288.82604401551 325.4263996430409
55 4279.499858863617 333.0765705183981
56 4270.616397292029 340.5549366895634
57 4262.466533900546 348.1846497201091
58 4255.138100836885 355.6702866048929
59 4248.50301201042 362.5625608545679
60 4242.517296454094 368.7952809673568
61 4237.191652176305 374.3975165105974
62 4232.522634584087 379.2777923437127
63 4228.469192810534 383.3954636554556
64 4224.975285051893 386.8704819885043
65 4222.008698836134 389.8295575194868
66 4219.507723775798 392.3338266372093
67 4217.424198374739 394.4615711228962
68 4215.703208946668 396.2460205813413
69 4214.288836876593 397.7833064033396
70 4213.163518182419 399.1011783177466
71 4212.292278407218 400.19627569259
72 4211.633873829879 401.1437827694037
73 4211.164867884675 402.0085394321229
74 4210.855988131589 402.8109608751622
75 4210.680429535461 403.5572067682169
76 4210.612652479726 404.2478220772418
77 4210.633311493915 404.8867833468239
78 4210.72165727557 405.4749244135267
79 4210.860885301912 405.995785553602
80 4211.035345082611 406.4731439369186
81 4211.241914711279 406.9280295749654
82 4211.468620059912 407.3470539738144
83 4211.702386322399 407.7251361522315
84 4211.939484048847 408.0727767281016
85 4212.176177473288 408.3908457520354
86 4212.406204605135 408.6745561490918
87 4212.624917975349 408.9282723227218
88 4212.830607590777 409.1565647432606
89 4213.021516178057 409.3609763106404
90 4213.195207148513 409.5421163867356
91 4213.351198825174 409.701512224146
92 4213.489702664912 409.8415556256125
93 4213.610758612633 409.9641717384591
94 4213.716117289287 410.0733773666329
95 4213.805720256975 410.1683909762041
96 4213.878128862041 410.2494269649933
97 4213.934688197664 410.3195293078013
98 4213.977038562974 410.3786103206533
99 4214.006533783764 410.4268685949826
100 4214.024636121665 410.466515774101
101 4214.032917255387 410.4994325015057
102 4214.03263024614 410.5264448281234
103 4214.024962270546 410.5483615423459
104 4214.011182486187 410.5660519714193
105 4213.992426575174 410.5801634110207
106 4213.969670318264 410.5910640635936
107 4213.943754385133 410.5992455584383
108 4213.915419138893 410.6051385183703
109 4213.885389808674 410.609188263054
110 4213.854236337504 410.6116828226964
111 4213.822511874756 410.6128267126385
112 4213.790703989731 410.6129303484238
113 4213.759224941008 410.6122277648994
114 4213.728420704254 410.6109250197562
115 4213.69856434092 410.6092334471605
116 4213.66988124706 410.6072861611854
117 4213.642565392916 410.6051731363525
118 4213.616761401719 410.603002830296
119 4213.592534848131 410.6008311968646
120 4213.570036737363 410.5987894524292
121 4213.549221813925 410.5968776987984
122 4213.530065131876 410.5950885158538
123 4213.51254337017 410.5934583736885
124 4213.496655268298 410.5919989062488
125 4213.482164686346 410.5908935362686
