"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3069.885152889931 -100.0062524228069
2 3609.974933898618 -198.7671512424686
3 3828.004216397692 -521.9445450239261
4 3688.807579187442 -318.1865656708173
5 3431.285502012982 -180.8098897028049
6 3285.73595515741 -128.9919691366802
7 3132.30071695084 -137.2781134009426
8 3023.629140448742 -163.8871517548748
9 2958.169373822729 -237.5999786950067
10 2930.743427785316 -410.7614021568545
11 2880.467012368704 -731.9259733361191
12 2769.128827519721 -1095.319493884856
13 2615.215893522091 -1330.439322535246
14 2503.381804364171 -1384.305127557775
15 2470.332635270672 -1317.258718689063
16 2477.598520486107 -1216.456408419231
17 2507.015444182649 -1086.772881951507
18 2519.872114222632 -940.128812701676
19 2519.435937688262 -807.6759188192433
20 2502.58243296177 -690.0339218710194
21 2466.206784775284 -591.4020492539576
22 2418.050438356388 -510.5161700662708
23 2367.901052212009 -437.9639849275588
24 2323.223658120369 -367.3749868163967
25 2296.301812780686 -289.883076760443
26 2293.7319946129 -198.8565863927239
27 2316.989989727855 -92.23539160427885
28 2363.795288273485 25.41108282646923
29 2427.350265307286 144.3789427268873
30 2497.066839720658 251.2059655283144
31 2562.313063790396 332.6158220711985
32 2613.092595812041 378.2450853279977
33 2644.871432441356 379.0146500295562
34 2655.932500778737 326.2561538275313
35 2655.112908083188 216.6514783146814
36 2660.51491847499 57.42485311415339
37 2700.69879367509 -120.1423396455468
38 2812.473966053121 -259.1039344153805
39 3000.789888300011 -290.2278457427401
40 3243.838870245617 -162.4853435956354
41 3506.281809512727 55.87924137326115
42 3763.446521545813 183.2098138694291
43 3945.3775759983 185.9784001316411
44 4058.967440163418 188.9702122076967
45 4141.105920863043 246.3254262920168
46 4199.432214925799 301.7500888103816
47 4229.799683237365 320.9554383133084
48 4240.275664394514 321.9848548032644
49 4242.867347446663 324.206222525256
50 4240.82117087755 326.2767690894798
51 4234.007415082026 326.2350119793659
52 4224.267592379379 327.8904946712039
53 4214.154431468649 333.4133437674573
54 4204.533280592866 340.8680366159276
55 4195.310404985541 348.4076534665726
56 4186.644507803132 356.1061844721519
57 4178.751791193055 364.0730127633376
58 4171.641840935116 371.8416761854899
59 4165.19791126672 379.0563989224067
60 4159.367246118335 385.5662019021495
61 4154.181974294421 391.2982860732684
62 4149.678217532317 396.1848099040351
63 4145.777991305027 400.2330247489056
64 4142.427717677359 403.6365308722209
65 4139.583923609107 406.5372009953735
66 4137.199023896832 408.9848324024886
67 4135.213280594782 411.0271362278822
68 4133.556235317049 412.7588265664199
69 4132.204251775684 414.2096167103334
70 4131.131166099262 415.367915270265
71 4130.289273735892 416.3175713734227
72 4129.650312466649 417.1637823782369
73 4129.182014742509 417.9417508054057
74 4128.854619168893 418.6486238942819
75 4128.649633007331 419.3133822749442
76 4128.547528930615 419.9338541016318
77 4128.526593038379 420.5046166918985
78 4128.563433981071 421.0299524640945
79 4128.647164688843 421.5134473524272
80 4128.769194444428 421.9591902044865
81 4128.916685307638 422.3585131786269
82 4129.079912351217 422.7277509951464
83 4129.260054259554 423.081796615653
84 4129.447393238911 423.4073709809759
85 4129.634028933297 423.7038247382654
86 4129.818802968672 423.9786576485778
87 4129.999313718228 424.2301070660053
88 4130.170675616528 424.4538971776826
89 4130.330980183009 424.6541888634017
90 4130.47971222203 424.8340995141828
91 4130.61553748953 424.9934597471806
92 4130.739198327429 425.1364637755503
93 4130.849441754987 425.2610571301484
94 4130.943670151606 425.3665522977565
95 4131.023024434493 425.4579176388195
96 4131.088519332263 425.5346725174675
97 4131.14100532521 425.5971782781942
98 4131.1814782426 425.6485404992841
99 4131.210948095285 425.690621740039
100 4131.230662018814 425.7252215738565
101 4131.24166582401 425.7534626992665
102 4131.244841704751 425.7758618629089
103 4131.241265461606 425.7933655569245
104 4131.231829914255 425.8066596553908
105 4131.217373531812 425.8158451956083
106 4131.198912508471 425.8219284740221
107 4131.177296513375 425.8258062134132
108 4131.153538611604 425.8279136274534
109 4131.128223818493 425.8295004497338
110 4131.100941969725 425.8296906341666
111 4131.072799470838 425.8281958050452
112 4131.045003282659 425.8270501196589
113 4131.017365019266 425.8250460201693
114 4130.989610462394 425.8219860305414
115 4130.962350305518 425.8192657465488
116 4130.936093610802 425.8165282072364
117 4130.910874938705 425.8133889907535
118 4130.886807040582 425.8101726832399
119 4130.864090725488 425.8072684342656
120 4130.842830756395 425.8047015442426
121 4130.823057880507 425.802425346131
122 4130.804528438273 425.8005280209725
123 4130.787305322177 425.7983432576129
124 4130.771759985908 425.7962478498562
125 4130.758004531785 425.7946817373252
126 4130.745855720535 425.7936047505486
