"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3081.204725768131 -109.1438424512698
2 3626.349428776927 -211.8381533575591
3 3845.156880955511 -541.7521198317277
4 3701.666375944258 -345.1007661762251
5 3441.172084175577 -209.7010696898533
6 3293.515125935644 -158.4002128146185
7 3134.724023922139 -171.4454091246546
8 3023.283512357254 -201.81800564375
9 2955.964355019295 -264.0663720041164
10 2929.097835820842 -418.7844804155266
11 2884.275559796073 -726.4825982829777
12 2773.70878011629 -1092.362345364155
13 2615.823100452392 -1341.065508550852
14 2496.729986655167 -1409.310321554379
15 2455.688951052977 -1344.028709078422
16 2464.655188211244 -1246.549631695729
17 2491.349199281913 -1120.760135225116
18 2510.356719927599 -972.4214842719058
19 2514.027642155286 -834.9711313182979
20 2500.338903300051 -715.0703220287205
21 2468.838315959502 -612.6035897455533
22 2424.631942652469 -526.5901295711936
23 2376.442252634023 -451.7611276061317
24 2333.330781486466 -380.1106625217211
25 2303.958016085213 -303.4449364876832
26 2296.719153528799 -215.3291001222287
27 2314.057775341136 -113.6685418497466
28 2354.924343988587 -0.7237174537442002
29 2414.510532161831 115.5733082000658
30 2482.503200210685 221.4528396475985
31 2548.371946663986 303.783396305051
32 2601.42477205602 351.4844441082795
33 2636.150504846136 354.2277788618061
34 2650.223644082184 303.570165234558
35 2651.760597464708 195.6983399043555
36 2658.575765754095 38.46845869261415
37 2701.322243166946 -135.929028667475
38 2815.453034856444 -270.260080316882
39 3006.061775386671 -293.8883470117377
40 3252.677959402615 -155.570491886493
41 3518.378731808774 66.9710397047977
42 3775.228143239581 189.249440580091
43 3957.762133648008 196.1156550740061
44 4069.159105795262 200.083947857569
45 4149.440393825581 255.9161477268626
46 4206.629397186656 311.9798924765537
47 4236.648908194071 331.6205862493434
48 4247.060272412684 333.0082965787667
49 4249.477879176146 334.5367978989891
50 4247.43657226982 335.959101942507
51 4240.741758091998 335.3866894049766
52 4231.044421406973 336.5538172936824
53 4220.942734302307 341.7984048779369
54 4211.32617891894 349.1301475405348
55 4202.116325153751 356.7411702288105
56 4193.424048725235 364.5667908203231
57 4185.513228948867 372.6313103655959
58 4178.399632001135 380.5747311479427
59 4171.985799191757 387.9663604645079
60 4166.173411944581 394.6780276054351
61 4161.000958315057 400.6608274566877
62 4156.509752653184 405.7764301133459
63 4152.613500732552 410.0288859008742
64 4149.278160515208 413.5681355152728
65 4146.440752079394 416.5187215149267
66 4144.047789882592 418.9614522947065
67 4142.021512723605 421.0020958206992
68 4140.331176526985 422.6756447864948
69 4138.965041381229 424.0382057681088
70 4137.872302544425 425.1653433764802
71 4137.026592727801 426.1519374580153
72 4136.387528797306 427.0275057534941
73 4135.921292023266 427.8056799656113
74 4135.597769279984 428.5049028934759
75 4135.39912067996 429.145659031647
76 4135.30078564527 429.7394117358028
77 4135.283362943008 430.2865853279022
78 4135.32555632511 430.7916677700573
79 4135.415720231986 431.2621076364637
80 4135.54337436866 431.7041997032402
81 4135.69662705145 432.1120373781332
82 4135.864593344847 432.4750185199828
83 4136.041407565614 432.8071678348354
84 4136.228865516704 433.1206498981699
85 4136.418782578869 433.4053682922629
86 4136.6033581601 433.661152729873
87 4136.781331238279 433.8954011727042
88 4136.951259564057 434.1069031758132
89 4137.11043335794 434.2948076329515
90 4137.256794611733 434.4607345944387
91 4137.38992005568 434.6074750825426
92 4137.511257146426 434.7409055380683
93 4137.619490489683 434.8579276257435
94 4137.711818029748 434.9574906838193
95 4137.789287619358 435.0440712359402
96 4137.853305705958 435.1175703641666
97 4137.90468231446 435.1776149790899
98 4137.944392117863 435.2265126661241
99 4137.973713586321 435.266829326333
100 4137.993608619816 435.2998411149842
101 4138.004950296902 435.3264013274575
102 4138.008849651689 435.3475664997718
103 4138.006397443834 435.3641295719676
104 4137.998422334107 435.3762764999576
105 4137.98559449201 435.384845294956
106 4137.968844875806 435.3904636084865
107 4137.948758736842 435.3931826765167
108 4137.926070566759 435.393739957153
109 4137.901954203458 435.393317203733
110 4137.87651680093 435.3924662408449
111 4137.850095360303 435.3898753968183
112 4137.823580993418 435.3874059042546
113 4137.797146131116 435.3847766440731
114 4137.770648439902 435.3808858311641
115 4137.744501518711 435.3768344862465
116 4137.71914177541 435.3725378611484
117 4137.694673929182 435.3679552590083
118 4137.671219293821 435.3634317475344
119 4137.648695329083 435.3591354225878
120 4137.627495831316 435.354487493076
121 4137.607972737328 435.3509611238408
122 4137.589705068041 435.3474191569098
123 4137.572879403023 435.3440271870718
124 4137.557726815728 435.3417925600461
125 4137.544223102744 435.3400772121911
126 4137.532130282862 435.3388597315809
