"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3137.907218239491 -111.1558586150519
2 3693.072458360295 -215.7708484875682
3 3915.917527220372 -551.7706663974664
4 3769.796702048843 -351.5026792493738
5 3504.511774882532 -213.5903415815567
6 3354.128423337437 -161.3463862807157
7 3192.412414934299 -174.6316891009549
8 3078.92543121663 -205.562989435434
9 3010.360855158039 -268.9656513937837
10 2982.997102609951 -426.545637526116
11 2937.346744250452 -739.9036392611642
12 2824.743111901894 -1112.497569644745
13 2663.960661824895 -1365.757852056486
14 2542.687841610285 -1435.251172015474
15 2500.891673874999 -1368.785201620368
16 2510.002346383473 -1269.531111754619
17 2537.17449022485 -1141.441436581864
18 2556.527193911485 -990.4033422433415
19 2560.247185807908 -850.4591022185602
20 2546.340242058962 -728.2453049559202
21 2514.27398555753 -623.8550215674805
22 2469.351366394335 -536.2522804358496
23 2420.338987186393 -460.0723110574777
24 2376.623890297387 -387.1722213479075
25 2346.412503848088 -309.3786134711036
26 2338.527405512727 -220.000971964134
27 2355.931886154704 -116.6236752380034
28 2397.252437218915 -1.949153537302493
29 2457.528476820446 116.4577452250545
30 2526.661249221825 225.5802609695268
31 2591.552606819906 309.9533101640549
32 2644.032388421792 357.9911599615922
33 2677.525508459454 360.6108111004019
34 2690.631201157228 309.8121645388818
35 2692.769516041058 201.046750580173
36 2700.414754734751 42.40850088207219
37 2744.532046252587 -133.790236020053
38 2860.818410950521 -271.3436682350662
39 3053.412117877578 -299.7791503987178
40 3301.516009518091 -166.4118364873043
41 3570.418450385687 56.58104499571994
42 3837.427515316521 194.5437906189138
43 4027.031639953314 202.5687261626474
44 4141.442969052303 201.310501775484
45 4223.347217301528 256.797541994122
46 4283.270210024171 317.2030712181104
47 4315.004895091525 338.7642272602218
48 4325.425119727486 338.730579244522
49 4327.826455316924 340.2732765830567
50 4326.083080186734 342.0240762889139
51 4319.406284704513 341.4974396378489
52 4309.413319592623 342.3613833207914
53 4299.016140166192 347.6582745293313
54 4289.189473380537 355.1898122570258
55 4279.784005506919 362.9575858605938
56 4270.87537176053 370.8824824662618
57 4262.771208508392 379.1128343635985
58 4255.486467313785 387.2676656200917
59 4248.908164433419 394.8609075951772
60 4242.940603804206 401.7052159144325
61 4237.633499827949 407.795458545256
62 4233.034088304464 413.0091126813586
63 4229.053712108525 417.3461484058491
64 4225.644044366289 420.977122668219
65 4222.746888306488 424.0243759693574
66 4220.29877238478 426.5372148890049
67 4218.229929432382 428.6417367196607
68 4216.509263740001 430.3692849557522
69 4215.119622651001 431.7669859555285
70 4214.007317664044 432.9233835349371
71 4213.149343372089 433.936191327696
72 4212.500834201302 434.8388707081879
73 4212.027850413866 435.6368731043392
74 4211.700211138086 436.353311640057
75 4211.49950903417 437.0096171520227
76 4211.402595007743 437.6160904057574
77 4211.387362448821 438.1753354075358
78 4211.432764922094 438.6917099122172
79 4211.526989735616 439.1724902253693
80 4211.659107683155 439.6241494228768
81 4211.81710958288 440.041134813803
82 4211.989843008922 440.4124679732763
83 4212.171580424279 440.7525815235417
84 4212.36360748105 441.0733998293845
85 4212.558071124005 441.3647896794812
86 4212.747283130259 441.626888946156
87 4212.929434562905 441.8668349027741
88 4213.103131834848 442.0830787060349
89 4213.265683767801 442.2750522883923
90 4213.415024338641 442.44456087753
91 4213.55075508356 442.5944045966085
92 4213.674514472893 442.7305710579533
93 4213.784965621665 442.8499051665856
94 4213.878911000775 442.9513664666372
95 4213.957648101185 443.0395113775362
96 4214.022679630633 443.1146743272723
97 4214.074767633418 443.1762142621158
98 4214.114893368768 443.2262764930456
99 4214.144370566531 443.267514302971
100 4214.164236259279 443.3012212835504
101 4214.175386501867 443.3282783902334
102 4214.178956550297 443.3497728778045
103 4214.176051474909 443.3665605289982
104 4214.1675242153 443.3788478774277
105 4214.154007714969 443.3875599026885
106 4214.136567525306 443.3931704346689
107 4214.115793804602 443.3958934200812
108 4214.0923895498 443.3964267168451
109 4214.067551206923 443.3959763712271
110 4214.041389485765 443.3951180955464
111 4214.014244912047 443.3924829967377
112 4213.987037671148 443.3899852154254
113 4213.959923909752 443.3873112778194
114 4213.932755130114 443.3833301173891
115 4213.90595739779 443.3791801198226
116 4213.87996585748 443.3747719763421
117 4213.854914126544 443.3700793434969
118 4213.830913200016 443.3654664019962
119 4213.807874231409 443.3610983850456
120 4213.78619674894 443.3563666793696
121 4213.76623952815 443.3527753473547
122 4213.747571626099 443.3491638805353
123 4213.730382592521 443.3456988993103
124 4213.714905127485 443.343413786451
125 4213.701114368061 443.3416602980476
126 4213.688767382806 443.3404126622668
