"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3168.090379138782 -78.38006914514017
2 3719.872723426718 -161.7474619369905
3 3941.890019429785 -483.5525750650661
4 3805.282009470307 -258.8041609476631
5 3549.336979132444 -109.9365206015384
6 3403.77670231162 -44.88788875152818
7 3254.012405772046 -39.91056554547004
8 3149.809114077598 -66.42590456550147
9 3094.953374765512 -177.2256993492103
10 3067.300605971897 -408.1902368849376
11 3003.541109361998 -785.9720351573367
12 2873.023512869034 -1157.571744583253
13 2721.343838126894 -1362.347984736158
14 2624.859919533518 -1371.124742067235
15 2611.245773219141 -1294.118770602234
16 2624.57833936435 -1181.847479870401
17 2651.303770059504 -1034.727832394939
18 2661.663673475723 -880.774797481751
19 2657.614317798873 -744.9167347162116
20 2638.083997846299 -621.3314914988041
21 2600.917687005249 -516.8773797866388
22 2554.663371159912 -425.4157092758752
23 2509.857071853346 -339.4039652324215
24 2476.432120696449 -253.8625115208265
25 2460.657771413087 -162.028538257888
26 2467.981074711156 -58.68929805285165
27 2498.243039108033 57.19360554442409
28 2549.869190815391 180.3805021707551
29 2614.512218163469 300.2561928161268
30 2681.410019749569 405.3827351764562
31 2740.871245034231 482.8632553271064
32 2785.966616856055 522.6621411449086
33 2809.756158687991 516.9979626073793
34 2813.505238926944 457.8120660575549
35 2805.869421378777 338.7735219624431
36 2801.181683638943 164.8740581346415
37 2827.563281592128 -36.5262199425328
38 2922.363875515503 -213.3869043002954
39 3095.765809408377 -292.2082607063795
40 3330.892653216147 -205.1015195937271
41 3591.984955847958 0.3571705847175508
42 3859.166909521326 152.3069614651902
43 4065.995391980078 176.2253439685492
44 4194.479655562143 172.2427466493314
45 4282.978319829743 219.799509304145
46 4347.091040703372 279.9505425411003
47 4384.327569207913 305.7010483741894
48 4398.055463000643 306.7589745298894
49 4401.004023674829 307.9923923911088
50 4399.047224168174 311.9377305903988
51 4392.583600309459 314.3364650690894
52 4382.830329950601 317.0210443959418
53 4372.210034504644 322.8519068882097
54 4362.155824134174 330.6136937302988
55 4352.664473162624 338.4419909043711
56 4343.622988469302 346.0295371327666
57 4335.283764474754 353.7569517453203
58 4327.778243586853 361.3960515142478
59 4321.00660121705 368.4752807993339
60 4314.891428980304 374.8320216621541
61 4309.437032911761 380.5310393144464
62 4304.662319104761 385.5228522946538
63 4300.524481224707 389.7427244871853
64 4296.953746419753 393.2972503592794
65 4293.918353429111 396.3244908021818
66 4291.362269532821 398.8939585927462
67 4289.234578161682 401.0778017022938
68 4287.474951614467 402.9119484389598
69 4286.025446927511 404.4899072473168
70 4284.871621531501 405.8353582824991
71 4283.977415485231 406.9481460770612
72 4283.303890226091 407.9149860173525
73 4282.825272548388 408.7972782500142
74 4282.510521950961 409.6166096047575
75 4282.332316473276 410.381539778537
76 4282.264825512596 411.0899136144703
77 4282.287555938527 411.7442427978153
78 4282.379142551138 412.345891745307
79 4282.522719093287 412.8785954370974
80 4282.702114041901 413.36672509093
81 4282.914048961061 413.8314097398793
82 4283.146653840444 414.2592427181091
83 4283.386410694355 414.6458406780519
84 4283.629082254382 415.0005605298209
85 4283.871162401447 415.3249274979014
86 4284.106377900585 415.6145571360737
87 4284.33014022536 415.873650672798
88 4284.540531088282 416.1067733057025
89 4284.735730443834 416.3153791750565
90 4284.913343380929 416.5002028775752
91 4285.072823737421 416.662812598965
92 4285.214362002052 416.8056466833411
93 4285.338046445556 416.9307531185534
94 4285.445681108375 417.0422481983353
95 4285.537224049962 417.1392871416874
96 4285.611182721377 417.2220411844457
97 4285.668952688278 417.2936019970768
98 4285.712211426595 417.3538936992713
99 4285.742333428248 417.4031149410421
100 4285.760810417162 417.4435324491101
101 4285.769247344656 417.4770907821303
102 4285.768931326518 417.5046356923085
103 4285.761075508055 417.5269840167625
104 4285.746978972429 417.5450219267007
105 4285.727802682542 417.5594127886036
106 4285.704542193098 417.5705292074706
107 4285.678058368286 417.5788709136664
108 4285.649111717511 417.5848824059822
109 4285.618431284964 417.5890127141918
110 4285.586602383395 417.5915541058923
111 4285.554186017749 417.5927113249566
112 4285.521684134465 417.5928005613475
113 4285.48952148257 417.5920690918776
114 4285.458056675145 417.5907221628052
115 4285.427558161889 417.5889776193499
116 4285.398259359706 417.5869828556517
117 4285.370358743642 417.5848291672789
118 4285.344003468004 417.5826209757593
119 4285.319260867988 417.5804109328672
120 4285.296284434917 417.5783300332612
121 4285.275026939167 417.5763775878443
122 4285.25546229803 417.5745470122699
123 4285.237579148513 417.5728892916575
124 4285.221352709874 417.5714124782962
125 4285.206737845787 417.5701047664193
