# n_drones, inlet-mean, inlet-std, alpha-mean, alpha-std
7.500000000000000000e+01 1.448964102545156329e+01 1.795526043797761664e-02 -1.455923349512583620e+01 1.343502202672111900e-01
7.600000000000000000e+01 1.451378738260943457e+01 1.975055834836527552e-02 -1.454823511896608323e+01 1.339784793951623587e-01
7.700000000000000000e+01 1.449327502902957399e+01 1.895312319045421717e-02 -1.451807898028952337e+01 1.346000490961360152e-01
7.800000000000000000e+01 1.450834962221493463e+01 1.771269514431703801e-02 -1.451001584137085665e+01 1.343838912054557688e-01
7.900000000000000000e+01 1.448749111063135686e+01 1.797733643091862718e-02 -1.457217260314138763e+01 1.344340626257617133e-01
8.000000000000000000e+01 1.448877172372574762e+01 1.916996507303120670e-02 -1.453975816292520307e+01 1.347232101006126115e-01
8.100000000000000000e+01 1.448619325826634885e+01 1.763275943565853487e-02 -1.459742158184923255e+01 1.343311890873360726e-01
8.200000000000000000e+01 1.450698002387370167e+01 1.858633314862164626e-02 -1.454274391126826949e+01 1.339051651584516889e-01
8.300000000000000000e+01 1.450808963042688049e+01 1.740607931793293831e-02 -1.454498227744040406e+01 1.348790888409868716e-01
8.400000000000000000e+01 1.450411860524054930e+01 1.682423188835991887e-02 -1.454007988027272447e+01 1.350099656480210075e-01
8.500000000000000000e+01 1.450268188451992479e+01 1.690706274618106186e-02 -1.456122051426577890e+01 1.346673781338097731e-01
8.600000000000000000e+01 1.449142253757199583e+01 1.716602296478016154e-02 -1.453487097219777446e+01 1.339807164473182377e-01
8.700000000000000000e+01 1.451971894871467228e+01 1.657779247345989027e-02 -1.451477321773375273e+01 1.339195446337775042e-01
8.800000000000000000e+01 1.449161364176304723e+01 1.645356541290135532e-02 -1.453459380296955494e+01 1.350174758965031752e-01
8.900000000000000000e+01 1.449679372554681045e+01 1.677853009361508080e-02 -1.454165276443710297e+01 1.345467540711985099e-01
9.000000000000000000e+01 1.448988213031266703e+01 1.702159832280087520e-02 -1.448934082450459471e+01 1.345263702370375070e-01
9.100000000000000000e+01 1.450285496714751687e+01 1.712979152751617842e-02 -1.453324993463977322e+01 1.340878275772676431e-01
9.200000000000000000e+01 1.451020190029298007e+01 1.611817762442416951e-02 -1.456929659801944865e+01 1.350235763491279273e-01
9.300000000000000000e+01 1.450288534572885091e+01 1.752006507706914060e-02 -1.452319926930850968e+01 1.340689953871694040e-01
9.400000000000000000e+01 1.450480164911058445e+01 1.661695704783837033e-02 -1.450241546821045802e+01 1.340841380667532612e-01
9.500000000000000000e+01 1.449280112380622931e+01 1.564571459830109076e-02 -1.455917689562567396e+01 1.344837448603498076e-01
9.600000000000000000e+01 1.450258013936074875e+01 1.672667683558159979e-02 -1.448827799676703343e+01 1.341030949416997520e-01
9.700000000000000000e+01 1.451570947109994947e+01 1.687079714862907073e-02 -1.454252333844279121e+01 1.341801790249686765e-01
9.800000000000000000e+01 1.450259958504499558e+01 1.688298015851942904e-02 -1.454193963039129578e+01 1.342668974488863964e-01
9.900000000000000000e+01 1.449694151711357293e+01 1.614432629826024687e-02 -1.453447994565363111e+01 1.349587585031382098e-01
1.000000000000000000e+02 1.450473921052901005e+01 1.634482092233837530e-02 -1.455013968419014958e+01 1.342126739225567300e-01
