nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity,        pressure
12440,1.69E+01,2.97E+00,1.07E+01,1.24E+01,-3.53E-02,-4.63E-02,-6.96E-01
12441,1.67E+01,1.78E+00,1.13E+01,1.24E+01,-2.36E-02,-4.86E-02,-7.24E-01
12442,1.74E+01,2.11E+00,1.13E+01,1.24E+01,-2.45E-02,-4.40E-02,-6.25E-01
12443,1.74E+01,2.24E+00,1.05E+01,1.24E+01,-3.43E-02,-5.38E-02,-5.97E-01
12444,-1.92E+01,1.03E+00,5.35E+00,1.20E+01,-1.63E-04,8.41E-03,4.98E+00
12445,-1.98E+01,6.84E-01,5.73E+00,1.20E+01,-2.10E-04,6.85E-03,4.96E+00
12446,1.75E+00,2.27E-01,9.13E+00,1.26E+01,-1.60E-02,1.66E-01,-4.13E+00
12447,1.93E+01,2.55E+00,3.55E+00,1.20E+01,-2.63E-01,2.26E-01,-1.35E-01
12448,1.85E+01,2.73E+00,3.86E+00,1.22E+01,-2.51E-01,2.03E-01,-1.46E-01
12449,1.58E+01,-3.47E+00,9.31E+00,1.24E+01,4.53E-02,-6.80E-02,-8.15E-01
12450,-1.97E+01,1.33E+00,4.20E+00,1.20E+01,-5.98E-05,5.90E-03,5.02E+00
12451,-1.92E+01,1.03E-01,4.11E+00,1.20E+01,-2.63E-04,7.10E-03,5.03E+00
12452,1.67E+01,5.83E-01,3.34E+00,1.03E+01,-1.50E-01,-1.12E+00,2.17E-01
12453,-5.04E+00,-3.55E+00,6.21E+00,1.20E+01,-9.89E-02,2.50E-01,4.97E+00
12454,1.38E+00,-3.51E+00,9.06E+00,1.25E+01,-1.27E-02,2.18E-01,-2.80E+00
12455,6.07E-01,-3.54E+00,9.73E+00,1.24E+01,-1.91E-02,2.04E-01,-1.73E+00
12456,-7.68E+00,-4.59E+00,3.47E+00,1.19E+01,-5.23E-02,1.00E-01,5.98E+00
12457,-7.25E+00,-5.13E+00,3.04E+00,1.19E+01,-5.80E-02,9.57E-02,6.01E+00
12458,1.37E+01,3.47E+00,3.98E+00,1.24E+01,-2.14E-01,1.60E-01,-9.15E-01
12459,1.46E+01,3.21E+00,4.28E+00,1.24E+01,-2.37E-01,1.43E-01,-6.64E-01
12460,2.03E+01,4.20E+00,5.95E+00,1.23E+01,-1.15E-01,3.15E-02,-1.49E-01
12461,1.99E+01,4.66E+00,6.99E+00,1.23E+01,-7.64E-02,2.13E-03,-2.25E-01
12462,-1.63E+01,-3.14E+00,7.41E+00,1.20E+01,-1.17E-03,2.07E-02,4.88E+00
12463,-1.52E+01,-2.83E+00,7.12E+00,1.20E+01,-1.84E-03,2.64E-02,4.91E+00
12464,-1.58E+01,-2.70E+00,6.47E+00,1.20E+01,-1.49E-03,2.26E-02,4.96E+00
12465,-1.76E+01,4.86E+00,7.65E+00,1.20E+01,1.03E-04,1.45E-02,4.87E+00
12466,-1.74E+01,4.13E+00,8.38E+00,1.20E+01,2.10E-04,1.49E-02,4.83E+00
12467,6.49E+00,4.87E+00,1.18E+01,1.25E+01,-2.47E-02,1.44E-02,-2.46E+00
12468,1.56E+01,3.71E+00,3.29E+00,1.24E+01,-1.28E-01,2.08E-01,-5.47E-01
12469,7.63E+00,3.44E+00,9.65E+00,1.25E+01,-8.12E-02,-3.41E-02,-2.90E+00
12470,7.42E+00,3.63E+00,1.04E+01,1.25E+01,-5.82E-02,-1.79E-02,-2.74E+00
12471,8.58E+00,3.47E+00,1.03E+01,1.25E+01,-6.32E-02,-3.95E-02,-2.50E+00
12472,8.00E+00,2.64E+00,1.02E+01,1.25E+01,-6.68E-02,-5.33E-02,-2.66E+00
12473,8.42E+00,-2.94E-01,1.25E+01,1.25E+01,-4.57E-03,-3.70E-02,-2.23E+00
12474,-8.88E+00,-4.16E+00,1.17E+01,1.21E+01,-5.10E-03,5.49E-02,3.70E+00
12475,-2.62E-01,-3.10E+00,1.15E+01,1.24E+01,-1.63E-02,1.33E-01,-6.13E-01
12476,-1.71E-01,-2.92E+00,1.07E+01,1.24E+01,-2.00E-02,1.75E-01,-8.60E-01
12477,2.23E+00,-2.79E+00,1.11E+01,1.25E+01,1.55E-03,9.55E-02,-2.23E+00
12478,2.64E+00,-3.55E+00,1.08E+01,1.25E+01,8.22E-03,9.29E-02,-2.40E+00
12479,2.47E+00,-2.97E+00,1.02E+01,1.25E+01,1.27E-02,1.16E-01,-2.81E+00
12480,5.58E+00,3.97E+00,9.39E+00,1.25E+01,-7.20E-02,3.64E-02,-3.44E+00
12481,4.54E+00,3.88E+00,1.00E+01,1.25E+01,-4.74E-02,6.26E-02,-3.15E+00
12482,4.94E+00,3.24E+00,9.27E+00,1.26E+01,-8.16E-02,3.96E-02,-3.72E+00
12483,-5.78E-01,-3.33E+00,8.67E+00,1.24E+01,-7.12E-02,3.11E-01,-8.05E-01
12484,-2.67E-01,-2.56E+00,8.20E+00,1.24E+01,-7.56E-02,3.96E-01,-1.66E+00
12485,-1.29E+00,-2.78E+00,8.48E+00,1.23E+01,-8.35E-02,3.57E-01,9.88E-02
12486,-1.85E+00,-1.18E+00,1.11E+01,1.23E+01,-1.36E-02,1.72E-01,4.99E-01
12487,-1.51E+00,-6.78E-01,1.03E+01,1.23E+01,-1.45E-02,2.28E-01,2.02E-01
12488,-1.02E+00,-1.13E+00,1.07E+01,1.23E+01,-1.77E-02,1.95E-01,-2.10E-01
12489,1.62E+01,2.99E+00,4.73E+00,1.23E+01,-2.45E-01,1.01E-01,-3.75E-01
12490,1.52E+01,2.23E+00,4.68E+00,1.21E+01,-3.36E-01,6.32E-02,-3.53E-01
12491,1.61E+01,2.31E+00,3.92E+00,1.20E+01,-3.39E-01,1.88E-01,-2.84E-01
12492,1.61E+01,3.01E+00,4.00E+00,1.23E+01,-2.32E-01,1.84E-01,-3.92E-01
12493,1.83E+01,-3.17E+00,8.91E+00,1.24E+01,4.57E-02,-6.84E-02,-4.26E-01
12494,-6.59E+00,5.09E+00,1.06E+01,1.21E+01,8.11E-03,1.04E-01,3.27E+00
12495,-6.23E+00,4.50E+00,9.95E+00,1.21E+01,1.39E-02,1.28E-01,3.32E+00
12496,-4.12E+00,-3.13E+00,6.82E+00,1.20E+01,-1.09E-01,3.08E-01,4.31E+00
12497,-4.68E+00,-2.95E+00,5.95E+00,1.20E+01,-1.21E-01,2.99E-01,5.49E+00
12498,8.93E+00,2.41E+00,1.18E+01,1.25E+01,-3.03E-02,-3.54E-02,-2.21E+00
12499,-1.68E+01,-4.01E+00,7.00E+00,1.20E+01,-9.28E-04,1.80E-02,4.90E+00
12500,-1.64E+01,-4.47E+00,6.36E+00,1.20E+01,-1.04E-03,1.94E-02,4.95E+00
12501,-3.90E+00,-4.28E+00,4.95E+00,1.20E+01,-1.90E-01,2.90E-01,5.13E+00
12502,-1.38E+01,3.46E+00,3.24E+00,1.20E+01,3.04E-03,2.43E-02,5.35E+00
12503,-1.40E+01,4.32E+00,3.35E+00,1.20E+01,2.56E-03,2.33E-02,5.29E+00
12504,1.64E+01,-3.74E+00,6.19E+00,1.24E+01,1.36E-01,-1.64E-02,-5.29E-01
12505,1.71E+01,-4.07E+00,6.71E+00,1.24E+01,1.01E-01,-3.21E-02,-5.00E-01
12506,1.67E+01,-3.11E+00,6.93E+00,1.24E+01,1.34E-01,-6.72E-02,-4.68E-01
12507,1.72E+01,-3.87E+00,6.06E+00,1.24E+01,1.24E-01,-7.85E-03,-4.21E-01
12508,5.98E+00,-1.25E-01,2.74E+00,3.10E+00,-1.77E-01,-2.66E+00,-1.34E+01
12509,5.57E+00,-6.20E-01,3.46E+00,5.91E+00,6.59E-01,-2.02E+00,-1.45E+01
12510,1.60E+01,-1.31E+00,5.79E+00,1.22E+01,2.87E-01,-3.27E-01,-5.14E-02
12511,1.51E+01,-1.50E+00,5.31E+00,1.21E+01,3.34E-01,-2.75E-01,-1.92E-01
12512,1.57E+01,-5.60E-01,5.78E+00,1.22E+01,1.71E-01,-5.87E-01,5.69E-02
12513,1.49E+01,-7.07E-01,6.04E+00,1.23E+01,1.86E-01,-5.25E-01,-1.27E-01
12514,1.63E+00,3.62E+00,1.29E+01,1.24E+01,-5.44E-03,6.02E-02,-1.31E+00
12515,9.83E-01,4.44E+00,1.32E+01,1.24E+01,-6.34E-04,5.44E-02,-9.31E-01
12516,5.51E-01,3.58E+00,1.32E+01,1.24E+01,-1.70E-03,5.94E-02,-7.66E-01
12517,1.83E+01,3.83E+00,4.63E+00,1.24E+01,-1.49E-01,1.09E-01,-2.51E-01
12518,1.90E+01,3.37E+00,4.23E+00,1.23E+01,-1.76E-01,1.55E-01,-1.58E-01
12519,2.23E+00,-7.05E+00,9.84E+00,1.25E+01,-2.23E-04,1.35E-01,-2.17E+00
12520,-8.06E+00,-1.30E+00,1.21E+01,1.21E+01,-4.36E-03,6.05E-02,3.50E+00
12521,-8.39E+00,-1.92E+00,1.20E+01,1.21E+01,-4.85E-03,5.77E-02,3.58E+00
12522,-7.92E+00,-1.84E+00,1.27E+01,1.21E+01,-4.83E-03,4.92E-02,3.36E+00
12523,1.48E+01,4.29E+00,1.11E+01,1.24E+01,-3.08E-02,-3.44E-02,-1.08E+00
12524,-1.66E+01,-2.57E+00,9.90E+00,1.20E+01,-7.88E-04,1.61E-02,4.72E+00
12525,1.70E+01,-2.16E+00,3.96E+00,1.19E+01,2.85E-01,8.53E-02,-1.02E-01
12526,-1.63E+00,-4.64E+00,1.11E+01,1.23E+01,-2.09E-02,1.42E-01,4.16E-01
12527,-1.02E+01,9.49E-01,1.26E+01,1.21E+01,-1.23E-03,3.36E-02,3.93E+00
12528,1.85E+01,1.26E+00,5.71E+00,1.22E+01,-3.06E-01,-2.13E-01,4.91E-02
12529,1.89E+01,1.79E+00,6.85E+00,1.23E+01,-2.02E-01,-9.95E-02,-1.46E-01
12530,1.84E+01,9.98E-01,6.96E+00,1.23E+01,-1.78E-01,-1.86E-01,-1.20E-01
12531,1.85E+01,1.93E+00,5.91E+00,1.23E+01,-2.77E-01,-4.88E-02,-8.24E-02
12532,1.98E+01,-2.78E+00,1.19E+01,1.23E+01,7.36E-03,-3.44E-02,-3.25E-01
12533,2.05E+01,-2.27E+00,1.18E+01,1.23E+01,5.88E-03,-3.67E-02,-2.43E-01
12534,-1.31E+01,9.81E-01,4.11E+00,1.20E+01,2.36E-04,3.61E-02,5.37E+00
12535,-1.60E+01,4.04E+00,4.84E+00,1.20E+01,8.51E-04,1.93E-02,5.08E+00
12536,-1.58E+01,3.33E+00,4.35E+00,1.20E+01,9.38E-04,1.87E-02,5.12E+00
12537,2.74E+00,2.23E+00,5.80E+00,1.32E+01,-3.25E-01,6.73E-01,-1.31E+01
12538,3.04E+00,1.98E+00,6.53E+00,1.30E+01,-4.24E-01,2.93E-01,-1.01E+01
12539,3.76E+00,2.46E+00,6.36E+00,1.30E+01,-3.64E-01,2.63E-01,-8.99E+00
12540,3.81E+00,1.56E+00,5.85E+00,1.28E+01,-7.42E-01,2.53E-02,-1.23E+01
12541,-3.72E+00,3.77E+00,1.22E+01,1.22E+01,6.81E-03,9.70E-02,1.68E+00
12542,-1.36E+01,4.39E+00,4.55E+00,1.20E+01,2.79E-03,3.25E-02,5.21E+00
12543,-1.43E+01,3.92E+00,4.25E+00,1.20E+01,1.94E-03,2.61E-02,5.20E+00
12544,-1.34E+01,3.43E+00,4.53E+00,1.20E+01,3.15E-03,3.36E-02,5.25E+00
12545,1.63E+01,-3.47E+00,1.23E+01,1.24E+01,9.90E-03,-3.22E-02,-8.41E-01
12546,1.75E+01,-3.17E+00,1.21E+01,1.24E+01,9.29E-03,-3.41E-02,-6.54E-01
12547,-9.57E+00,-1.23E+00,8.74E+00,1.20E+01,-6.17E-03,8.77E-02,4.52E+00
12548,-9.64E+00,-1.53E-02,8.76E+00,1.20E+01,-1.91E-03,8.65E-02,4.55E+00
12549,-9.50E+00,-7.93E-01,7.71E+00,1.20E+01,-6.40E-03,9.64E-02,4.84E+00
12550,-8.62E+00,-4.71E-01,8.35E+00,1.20E+01,-4.59E-03,1.11E-01,4.59E+00
12551,-1.93E+01,2.72E+00,5.17E+00,1.20E+01,-3.76E-05,7.79E-03,4.99E+00
12552,6.89E+00,1.15E+00,2.00E+00,4.36E+00,-4.71E-01,8.20E-02,-1.01E+01
12553,2.06E+01,3.97E+00,1.21E+01,1.23E+01,-1.85E-02,-2.13E-02,-2.38E-01
12554,1.26E+01,4.78E+00,3.83E+00,1.24E+01,-1.19E-01,1.12E-01,-1.59E+00
12555,6.68E+00,5.12E+00,2.45E+00,1.28E+01,-4.39E-02,1.77E-01,-6.76E+00
12556,-9.37E+00,3.33E+00,4.32E+00,1.19E+01,2.08E-02,8.43E-02,5.80E+00
12557,-1.09E+01,-4.37E+00,4.37E+00,1.20E+01,-1.27E-02,5.63E-02,5.40E+00
12558,-1.11E+01,-3.51E+00,4.61E+00,1.20E+01,-1.18E-02,5.67E-02,5.40E+00
12559,5.15E+00,-4.05E+00,8.24E+00,1.26E+01,9.10E-02,5.18E-02,-4.22E+00
12560,4.86E+00,-3.31E+00,7.90E+00,1.26E+01,1.31E-01,3.73E-02,-4.88E+00
12561,-1.80E+00,9.16E-01,7.91E+00,1.22E+01,3.85E-02,5.23E-01,1.30E+00
12562,-2.84E+00,1.07E+00,8.23E+00,1.21E+01,3.82E-02,3.94E-01,2.57E+00
12563,-2.25E+00,3.21E-01,8.21E+00,1.22E+01,4.58E-03,4.45E-01,1.80E+00
12564,-2.90E+00,7.65E-01,7.54E+00,1.21E+01,3.22E-02,4.79E-01,3.51E+00
12565,1.18E+01,-1.77E+00,1.07E+01,1.24E+01,2.04E-02,-8.28E-02,-1.62E+00
12566,1.17E+01,-2.47E+00,1.10E+01,1.24E+01,2.36E-02,-6.50E-02,-1.67E+00
12567,1.22E+01,-1.53E+00,1.17E+01,1.24E+01,9.66E-03,-6.02E-02,-1.54E+00
12568,-7.15E+00,-9.79E-01,1.17E+01,1.21E+01,-5.10E-03,8.04E-02,3.30E+00
12569,-7.81E+00,-7.29E-01,1.20E+01,1.21E+01,-3.68E-03,6.63E-02,3.45E+00
12570,-7.47E+00,-9.45E-01,1.09E+01,1.21E+01,-5.80E-03,9.35E-02,3.56E+00
12571,1.74E+01,-1.49E+00,1.20E+01,1.24E+01,3.40E-03,-4.30E-02,-6.45E-01
12572,1.71E+01,-8.92E-01,1.15E+01,1.24E+01,2.23E-04,-5.57E-02,-6.64E-01
12573,6.00E+00,5.14E+00,9.60E+00,1.25E+01,-4.64E-02,4.68E-02,-3.14E+00
12574,5.20E+00,4.85E+00,9.62E+00,1.25E+01,-4.66E-02,6.63E-02,-3.21E+00
12575,5.62E+00,4.28E+00,1.02E+01,1.25E+01,-4.80E-02,3.53E-02,-3.00E+00
12576,-1.77E+01,-4.95E+00,6.91E+00,1.20E+01,-5.35E-04,1.40E-02,4.90E+00
12577,-1.73E+01,-4.11E+00,6.42E+00,1.20E+01,-7.05E-04,1.54E-02,4.94E+00
12578,9.95E-01,2.18E+00,6.33E+00,1.29E+01,1.06E-01,8.01E-01,-8.72E+00
12579,-1.62E+01,-8.29E-01,2.97E+00,1.20E+01,-1.25E-03,1.29E-02,5.19E+00
12580,4.47E+00,-4.80E+00,1.28E+01,1.25E+01,7.11E-03,2.53E-02,-2.15E+00
12581,-1.24E+01,4.10E+00,1.14E+01,1.20E+01,7.55E-04,3.11E-02,4.34E+00
12582,-1.22E+01,-2.38E+00,3.24E+00,1.20E+01,-7.76E-03,3.56E-02,5.54E+00
12583,-1.97E+01,3.05E-01,2.44E+00,1.20E+01,-1.25E-04,3.72E-03,5.07E+00
12584,-1.35E+01,2.87E-01,3.96E+00,1.20E+01,-5.31E-04,3.12E-02,5.34E+00
12585,-1.25E+01,-5.86E+00,4.45E+00,1.20E+01,-4.47E-03,3.92E-02,5.21E+00
12586,-1.22E+01,-5.36E+00,4.89E+00,1.20E+01,-5.41E-03,4.40E-02,5.18E+00
12587,-1.29E+01,-5.13E+00,4.43E+00,1.20E+01,-4.71E-03,3.56E-02,5.21E+00
12588,-3.07E+00,-1.23E+00,1.12E+01,1.22E+01,-1.44E-02,1.61E-01,1.42E+00
12589,-4.33E+00,4.64E+00,9.33E+00,1.21E+01,2.84E-02,1.85E-01,2.63E+00
12590,-4.00E+00,3.76E+00,8.93E+00,1.21E+01,4.17E-02,2.23E-01,2.69E+00
12591,-4.72E+00,3.85E+00,9.76E+00,1.21E+01,2.32E-02,1.71E-01,2.76E+00
12592,-3.80E+00,3.99E+00,9.68E+00,1.22E+01,2.85E-02,1.94E-01,2.24E+00
12593,1.16E+01,-4.08E+00,5.21E+00,1.25E+01,1.86E-01,1.75E-02,-1.82E+00
12594,1.12E+01,-4.49E+00,4.16E+00,1.25E+01,1.57E-01,5.02E-02,-2.18E+00
12595,-1.47E+01,3.65E+00,1.18E+01,1.20E+01,1.89E-04,1.75E-02,4.52E+00
12596,-1.51E+01,4.09E+00,1.07E+01,1.20E+01,2.93E-04,2.09E-02,4.62E+00
12597,-1.40E+01,3.31E+00,1.10E+01,1.20E+01,3.63E-04,2.48E-02,4.53E+00
12598,1.27E+01,-3.86E+00,4.02E+00,1.24E+01,1.63E-01,7.41E-02,-1.31E+00
12599,1.28E+01,-3.51E+00,2.87E+00,1.25E+01,1.65E-01,1.71E-01,-1.11E+00
12600,1.26E+01,-3.04E+00,3.43E+00,1.24E+01,2.39E-01,1.83E-01,-1.06E+00
12601,1.16E+00,-4.29E-01,1.17E+01,1.24E+01,-5.10E-03,1.02E-01,-1.60E+00
12602,1.74E+00,-6.95E-01,1.06E+01,1.25E+01,-6.65E-03,1.23E-01,-2.54E+00
12603,-1.28E+01,-4.29E+00,6.29E+00,1.20E+01,-4.56E-03,4.42E-02,5.00E+00
12604,-1.19E+01,-3.80E+00,6.47E+00,1.20E+01,-6.16E-03,5.32E-02,4.99E+00
12605,5.41E+00,3.01E+00,6.26E+00,1.28E+01,-3.32E-01,9.80E-02,-6.62E+00
12606,5.04E+00,2.01E+00,6.10E+00,1.28E+01,-6.04E-01,2.87E-02,-7.90E+00
12607,4.45E+00,2.62E+00,5.75E+00,1.29E+01,-4.15E-01,2.94E-01,-9.32E+00
12608,1.90E+01,-1.13E+00,6.77E+00,1.23E+01,1.40E-01,-2.29E-01,-5.27E-02
12609,1.85E+01,-1.85E+00,6.92E+00,1.23E+01,1.65E-01,-1.49E-01,-1.58E-01
12610,-9.70E+00,4.56E+00,5.42E+00,1.20E+01,1.43E-02,8.40E-02,5.31E+00
12611,-8.80E+00,-5.43E+00,3.83E+00,1.20E+01,-2.48E-02,7.96E-02,5.59E+00
12612,-1.75E+01,4.28E-01,1.10E+01,1.20E+01,-3.18E-04,1.10E-02,4.70E+00
12613,-1.69E+01,6.48E-01,1.07E+01,1.20E+01,-3.33E-04,1.38E-02,4.69E+00
12614,1.70E+01,2.90E+00,4.37E+00,1.23E+01,-2.47E-01,1.43E-01,-3.06E-01
12615,1.74E+01,3.17E+00,5.34E+00,1.24E+01,-2.17E-01,5.99E-02,-3.27E-01
12616,-3.86E+00,-3.12E-01,7.14E+00,1.20E+01,-2.84E-02,4.16E-01,4.92E+00
12617,7.22E+00,5.48E+00,1.06E+01,1.25E+01,-3.17E-02,1.65E-02,-2.66E+00
12618,6.46E+00,4.78E+00,1.02E+01,1.25E+01,-4.54E-02,2.30E-02,-2.90E+00
12619,6.44E+00,4.92E+00,1.10E+01,1.25E+01,-3.17E-02,2.00E-02,-2.66E+00
12620,-7.48E+00,-3.75E+00,1.12E+01,1.21E+01,-1.01E-02,8.02E-02,3.42E+00
12621,-8.41E+00,-3.64E+00,1.12E+01,1.21E+01,-7.55E-03,6.90E-02,3.68E+00
12622,-2.94E+00,3.51E+00,9.36E+00,1.22E+01,3.94E-02,2.39E-01,1.77E+00
12623,7.44E+00,2.53E+00,9.34E+00,1.25E+01,-9.88E-02,-6.92E-02,-3.04E+00
12624,6.60E+00,2.84E+00,9.37E+00,1.25E+01,-9.46E-02,-3.63E-02,-3.33E+00
12625,6.64E+00,2.93E+00,1.00E+01,1.25E+01,-7.12E-02,-2.59E-02,-3.05E+00
12626,-1.89E+01,1.10E+00,4.70E+00,1.20E+01,-1.01E-04,8.65E-03,5.02E+00
12627,-1.82E+01,1.43E+00,5.32E+00,1.20E+01,-9.85E-05,1.18E-02,5.00E+00
12628,1.11E+01,-5.11E+00,7.54E+00,1.25E+01,8.62E-02,-3.21E-02,-2.11E+00
12629,1.09E+01,-4.56E+00,8.22E+00,1.25E+01,8.41E-02,-5.30E-02,-2.06E+00
12630,-1.70E+01,-1.63E+00,9.78E+00,1.20E+01,-6.59E-04,1.51E-02,4.74E+00
12631,-1.62E+01,-1.55E+00,1.04E+01,1.20E+01,-7.83E-04,1.68E-02,4.68E+00
12632,-1.57E+01,-4.16E+00,1.05E+01,1.20E+01,-8.25E-04,1.85E-02,4.65E+00
12633,-1.53E+01,-3.95E+00,9.67E+00,1.20E+01,-1.35E-03,2.29E-02,4.69E+00
12634,-1.58E+01,-3.46E+00,9.60E+00,1.20E+01,-1.21E-03,2.02E-02,4.71E+00
12635,-1.59E+01,-4.28E+00,9.64E+00,1.20E+01,-1.04E-03,1.98E-02,4.71E+00
12636,-1.05E+01,2.95E+00,9.29E+00,1.20E+01,3.56E-03,6.58E-02,4.47E+00
12637,-1.04E+01,3.67E+00,9.56E+00,1.20E+01,3.91E-03,6.51E-02,4.38E+00
12638,-9.42E+00,2.94E+00,9.18E+00,1.20E+01,5.74E-03,8.41E-02,4.36E+00
12639,-9.81E+00,2.93E+00,9.87E+00,1.20E+01,3.43E-03,7.02E-02,4.25E+00
12640,1.23E+00,-4.27E+00,8.56E+00,1.25E+01,-3.04E-02,2.43E-01,-2.64E+00
12641,-1.57E+01,-2.36E+00,9.39E+00,1.20E+01,-1.06E-03,2.12E-02,4.73E+00
12642,-1.50E+01,-1.91E+00,9.50E+00,1.20E+01,-1.25E-03,2.49E-02,4.70E+00
12643,-1.55E+01,-1.28E+00,9.60E+00,1.20E+01,-8.56E-04,2.21E-02,4.71E+00
12644,-1.56E+01,-1.92E+00,8.75E+00,1.20E+01,-1.06E-03,2.31E-02,4.78E+00
12645,-1.71E+01,1.52E+00,1.05E+01,1.20E+01,-3.65E-05,1.33E-02,4.71E+00
12646,-1.52E+01,-1.21E+00,3.44E+00,1.20E+01,-1.92E-03,1.87E-02,5.23E+00
12647,6.89E+00,-3.40E+00,7.72E+00,1.26E+01,1.68E-01,-4.97E-02,-3.91E+00
12648,2.04E+01,1.30E+00,9.54E+00,1.23E+01,-3.45E-02,-7.49E-02,-1.87E-01
12649,2.02E+01,8.84E-01,1.01E+01,1.23E+01,-2.21E-02,-6.66E-02,-2.27E-01
12650,8.88E+00,-3.37E+00,2.45E+00,1.27E+01,2.51E-01,2.26E-01,-4.22E+00
12651,1.23E+01,5.45E+00,1.43E+01,1.24E+01,-1.26E-02,-4.42E-03,-1.55E+00
12652,1.18E+01,4.01E+00,8.01E+00,1.24E+01,-1.09E-01,-5.04E-02,-1.73E+00
12653,-6.35E-01,-3.02E-01,8.70E+00,1.24E+01,-1.97E-02,3.99E-01,-1.33E+00
12654,1.44E+01,7.29E-01,2.04E+00,7.56E+00,1.71E-02,-1.10E+00,1.33E-01
12655,-7.80E+00,1.48E+00,1.22E+01,1.21E+01,8.52E-04,6.00E-02,3.41E+00
12656,1.26E+00,5.02E+00,1.26E+01,1.24E+01,-2.51E-03,7.18E-02,-1.10E+00
12657,1.53E+01,5.65E-01,1.11E+01,1.24E+01,-1.66E-02,-6.77E-02,-9.35E-01
12658,1.60E+01,-4.07E-01,1.14E+01,1.24E+01,-4.58E-03,-6.25E-02,-8.21E-01
12659,1.51E+01,-3.09E-01,1.08E+01,1.24E+01,-4.95E-03,-8.15E-02,-9.35E-01
12660,1.52E+01,-2.83E-01,1.17E+01,1.24E+01,-6.12E-03,-5.74E-02,-9.72E-01
12661,1.70E+01,4.65E+00,5.78E+00,1.24E+01,-1.09E-01,3.21E-02,-5.25E-01
12662,1.75E+01,5.23E+00,5.48E+00,1.24E+01,-7.95E-02,4.84E-02,-4.82E-01
12663,1.10E+01,-4.97E+00,1.07E+01,1.24E+01,2.97E-02,-3.78E-02,-1.90E+00
12664,1.03E+01,-4.39E+00,1.08E+01,1.25E+01,3.26E-02,-4.08E-02,-2.04E+00
12665,1.05E+01,-4.28E+00,9.84E+00,1.25E+01,5.12E-02,-5.27E-02,-2.07E+00
12666,1.12E+01,-3.98E+00,1.03E+01,1.24E+01,4.25E-02,-5.63E-02,-1.86E+00
12667,9.78E+00,-4.68E+00,8.04E+00,1.25E+01,9.35E-02,-4.02E-02,-2.50E+00
12668,9.61E+00,-5.19E+00,8.99E+00,1.25E+01,5.50E-02,-2.90E-02,-2.45E+00
12669,8.41E+00,-1.74E+00,4.93E+00,1.20E+01,5.98E-01,-2.50E-01,-3.08E+00
12670,8.23E+00,-9.06E-01,5.00E+00,1.15E+01,5.72E-01,-1.13E+00,-2.50E+00
12671,-9.38E+00,3.85E+00,9.51E+00,1.20E+01,5.80E-03,7.91E-02,4.25E+00
12672,-8.96E+00,2.94E+00,9.94E+00,1.20E+01,4.87E-03,8.26E-02,4.11E+00
12673,-8.13E+00,3.83E+00,1.15E+01,1.21E+01,4.21E-03,6.72E-02,3.58E+00
12674,1.40E+01,-5.03E+00,1.12E+01,1.24E+01,1.83E-02,-3.61E-02,-1.27E+00
12675,-1.99E+01,-3.54E+00,6.45E+00,1.20E+01,-3.22E-04,6.71E-03,4.92E+00
12676,-1.24E+01,-3.51E+00,1.05E+01,1.20E+01,-2.58E-03,3.77E-02,4.43E+00
12677,-1.13E+01,-4.04E+00,1.10E+01,1.20E+01,-3.53E-03,4.22E-02,4.24E+00
12678,-1.16E+01,-3.20E+00,1.04E+01,1.20E+01,-3.15E-03,4.48E-02,4.36E+00
12679,-1.97E+01,-2.91E+00,8.12E+00,1.20E+01,-2.92E-04,7.33E-03,4.85E+00
12680,-1.95E+01,-2.03E+00,7.75E+00,1.20E+01,-3.78E-04,8.08E-03,4.87E+00
12681,6.38E+00,2.16E+00,1.22E+01,1.25E+01,-2.35E-02,-8.58E-03,-2.46E+00
12682,6.85E+00,2.62E+00,1.14E+01,1.25E+01,-3.48E-02,-1.67E-02,-2.60E+00
12683,-1.35E+01,-4.57E-01,2.47E+00,1.20E+01,-2.13E-03,2.09E-02,5.48E+00
12684,-1.38E+01,3.49E-01,2.50E+00,1.20E+01,-5.10E-04,1.97E-02,5.44E+00
12685,7.70E+00,-1.98E+00,1.19E+01,1.25E+01,1.44E-02,-3.51E-02,-2.40E+00
12686,7.63E+00,-2.58E+00,1.13E+01,1.25E+01,2.53E-02,-3.84E-02,-2.52E+00
12687,7.91E+00,-2.75E+00,1.22E+01,1.25E+01,1.63E-02,-2.66E-02,-2.32E+00
12688,-1.66E+01,4.71E+00,3.21E+00,1.20E+01,6.81E-04,1.22E-02,5.14E+00
12689,4.63E+00,4.90E+00,1.05E+01,1.25E+01,-2.90E-02,6.68E-02,-2.82E+00
12690,4.16E+00,3.80E+00,1.08E+01,1.25E+01,-3.19E-02,5.89E-02,-2.75E+00
12691,-1.43E+01,4.71E+00,1.01E+01,1.20E+01,7.14E-04,2.70E-02,4.62E+00
12692,-1.41E+01,3.95E+00,1.02E+01,1.20E+01,6.08E-04,2.75E-02,4.60E+00
12693,-1.33E+01,4.71E+00,1.02E+01,1.20E+01,1.23E-03,3.28E-02,4.54E+00
12694,-1.79E+01,2.78E+00,1.22E+01,1.20E+01,-1.33E-04,7.33E-03,4.67E+00
12695,-1.62E+01,1.79E+00,3.87E+00,1.20E+01,2.63E-04,1.58E-02,5.14E+00
