"building-forces"
"Iteration" "fx-building etc.."
("Iteration" "fx-building" "fy-building")
1 3174.54774674959 -56.06859335601621
2 3720.88828274298 -128.6800547769003
3 3941.710567682534 -439.6279075892476
4 3813.199212186676 -196.0638810269907
5 3567.435001084405 -32.22767417207024
6 3427.812025611192 46.65645258706218
7 3285.209257598208 65.95703463585551
8 3189.099643224285 39.13176017651426
9 3143.71802599338 -97.61582823733488
10 3118.558174654424 -381.0130078803475
11 3036.05416124559 -804.8345352181855
12 2892.443970010116 -1177.421711138357
13 2749.45906305408 -1340.597671306174
14 2669.950194787959 -1290.396139699369
15 2687.180904783118 -1195.895861913067
16 2712.485184730654 -1078.582071677431
17 2730.608245481266 -925.7323261319941
18 2737.764370076723 -765.0112214599802
19 2731.879124507586 -623.262300490362
20 2715.504510930319 -493.907617953202
21 2682.246698594229 -381.7344258995042
22 2645.889900923239 -277.9055880584363
23 2614.361356396295 -178.6871218404785
24 2595.657932477357 -80.40874513330752
25 2593.495702422772 22.23940187277469
26 2610.034630568298 133.5278031300929
27 2645.561998944303 251.807867265088
28 2697.04083267195 372.4690339109256
29 2756.956407297344 485.3889508557534
30 2816.722199205172 581.3901974468911
31 2868.193413925418 649.3007666581827
32 2905.969781133294 681.0452982064296
33 2924.235840334687 668.5595915282182
34 2922.341081109505 602.3375745494037
35 2906.043381124722 474.3048318292223
36 2887.281453374571 285.6117326269461
37 2893.569579070806 58.54641442363209
38 2962.39343106677 -156.56437075437
39 3112.542370444226 -283.8928443534466
40 3333.067476189355 -243.7638695899517
41 3588.792646602158 -54.18200207086022
42 3857.411320758869 116.3333963427942
43 4078.719705373975 157.2819169241116
44 4216.035142973748 150.679907287607
45 4307.847395629186 191.78417967368
46 4374.09105603378 253.1652691415125
47 4414.561025008292 281.2219279262331
48 4430.312822810929 283.3143754413184
49 4433.73450416702 285.6107727789952
50 4431.854391647294 292.0514764465015
51 4425.544872597028 296.4018979354444
52 4415.927974452256 299.5117015217049
53 4405.433702108949 304.9113898692856
54 4395.472941709376 312.1010280756138
55 4385.990558216592 319.2921324515548
56 4376.89465073248 326.2861184577107
57 4368.518388818987 333.5084828401077
58 4360.983867826333 340.7105449500284
59 4354.148685144908 347.376874804685
60 4347.944200649853 353.4498769732916
61 4342.433197392431 358.9911153366054
62 4337.567142226367 363.9352404575855
63 4333.305262973028 368.1935345277025
64 4329.633036450563 371.7704412588794
65 4326.500826087402 374.7674388329792
66 4323.877003247653 377.3023263646216
67 4321.703084229575 379.4438724402846
68 4319.919580994858 381.2645493513901
69 4318.473880564012 382.8280674806524
70 4317.31494653065 384.2015788581618
71 4316.406723182122 385.3839315262123
72 4315.719931280229 386.3690220317578
73 4315.223827484187 387.2230640649364
74 4314.895113845943 388.0085268899491
75 4314.705673878832 388.7419759724282
76 4314.624366724503 389.4153609169036
77 4314.632996431686 390.0413579316478
78 4314.712119420395 390.6055586224868
79 4314.84569287363 391.1281988811356
80 4315.02476455242 391.6287086066263
81 4315.2346280537 392.0932362306464
82 4315.461391804324 392.5198200442751
83 4315.700373763131 392.9176206743796
84 4315.947297725303 393.2863784022811
85 4316.193960994744 393.6210524409275
86 4316.434215193054 393.924908377121
87 4316.665461160106 394.2032158127547
88 4316.884563376974 394.4563996318072
89 4317.08902290484 394.6837224249109
90 4317.276849211165 394.8872913401558
91 4317.446883032437 395.0689012237287
92 4317.598484356289 395.230628948648
93 4317.731290913126 395.3742467479417
94 4317.84717646633 395.5049262855161
95 4317.945898369512 395.6204754299417
96 4318.026277105448 395.720917070943
97 4318.089627530547 395.8090601408787
98 4318.137519867962 395.8843979252399
99 4318.171256653125 395.9475820902617
100 4318.192510291716 396.0011500697269
101 4318.20296435684 396.047251909964
102 4318.203888274345 396.0864446966746
103 4318.196505922924 396.1194758016125
104 4318.182234923511 396.1472628193528
105 4318.162289206542 396.1704831297961
106 4318.13761531164 396.1895563652208
107 4318.109196188144 396.2050009803661
108 4318.07799050742 396.2173728713203
109 4318.044756741293 396.2271970763477
110 4318.010168504148 396.2348049959171
111 4317.974814970103 396.2404950658001
112 4317.939248304421 396.2446064157243
113 4317.903953423268 396.2474739858856
114 4317.869323093002 396.249320007038
115 4317.835684286199 396.2503408201148
116 4317.80330262624 396.2507270080132
117 4317.772401582652 396.2506617515942
118 4317.743184023129 396.2502807619521
119 4317.715782622098 396.2496901098086
120 4317.690278615409 396.2489863158673
121 4317.666719300707 396.2482523359315
122 4317.645121742685 396.2475413518071
123 4317.625463583663 396.2468997883748
124 4317.607711112192 396.2463399681701
